,Unnamed: 0,word,emotions,version,vid,s,s2
407,407,punch," [('fear', 0.2), ('anger', 0.2), ('surprise', 0.2), ('negative', 0.2), ('sadness', 0.2)]",1,3,1,0
408,408,arrogant," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",1,3,1,0
409,409,evil," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",1,1,1,0
410,410,shocking," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,1,0,0
411,411,assault," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,1,1,0
412,412,thug," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('disgust', 0.25)]",1,3,1,0
413,413,criminal," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('disgust', 0.25)]",1,1,1,0
414,414,awful," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",1,1,1,0
415,415,scary," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,1,0,0
416,416,attack," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,1,1,0
417,417,bus," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
418,418,guys," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
419,419,bus-driver," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
420,420,assault," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,1,1,0
421,421,men," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
422,422,bus," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
423,423,hit," [('anger', 0.5), ('negative', 0.5)]",1,1,1,0
424,424,unprovoked," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,1,0,0
425,425,unacceptable," [('negative', 0.5), ('sadness', 0.5)]",1,1,1,0
426,426,disgusted," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,1,0,0
427,427,disapointed," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
428,428,bully," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,1,1,0
429,429,foul," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('disgust', 0.25)]",1,1,1,0
430,430,bus-driver," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
431,431,violence," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('sadness', 0.25)]",1,3,1,0
432,432,bus," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
433,433,boys," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
434,434,hit," [('anger', 0.5), ('negative', 0.5)]",1,1,1,0
435,435,boys," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
436,436,walking," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,1,0,0
437,437,man," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
438,438,door," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
439,439,working," [('positive', 1.0)]",1,1,1,0
440,440,footage," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
441,441,customers," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
442,442,shop," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
443,443,que," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
444,444,buying," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,1,0,0
445,445,bus-driver," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
446,446,punch," [('fear', 0.2), ('anger', 0.2), ('surprise', 0.2), ('negative', 0.2), ('sadness', 0.2)]",1,3,1,0
447,447,anger," [('anger', 0.5), ('negative', 0.5)]",1,1,1,0
448,448,attack," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,1,1,0
449,449,men," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
450,450,bus," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
451,451,punch," [('fear', 0.2), ('anger', 0.2), ('surprise', 0.2), ('negative', 0.2), ('sadness', 0.2)]",1,3,1,0
452,452,saddening," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
453,453,enraging," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,1,0,0
454,454,ran," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,1,0,0
455,455,attack," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,1,1,0
456,456,violence," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('sadness', 0.25)]",1,3,1,0
457,457,punch," [('fear', 0.2), ('anger', 0.2), ('surprise', 0.2), ('negative', 0.2), ('sadness', 0.2)]",1,3,1,0
458,458,unprovoked," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,1,0,0
459,459,violence," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('sadness', 0.25)]",1,3,1,0
460,460,attack," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,1,1,0
461,461,assault," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,1,1,0
462,462,bus," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
463,463,crime," [('anger', 0.5), ('negative', 0.5)]",1,3,1,0
464,464,anger," [('anger', 0.5), ('negative', 0.5)]",1,1,1,0
465,465,mean," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,1,0,0
466,466,aggressive," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,1,1,0
467,467,selfish," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",1,3,1,0
468,468,sad," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,1,0,0
469,469,disgusting," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('disgust', 0.25)]",1,1,1,0
470,470,bus," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
471,471,driver," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
472,472,men," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
473,473,assault," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,1,1,0
474,474,night," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
475,475,assault," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,1,1,0
476,476,security," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,1,0,0
477,477,violence," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('sadness', 0.25)]",1,3,1,0
478,478,abuse," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",1,1,1,0
479,479,injury," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('sadness', 0.25)]",1,1,1,0
480,480,table," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
481,481,desk," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
482,482,chair," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
483,483,working," [('positive', 1.0)]",1,1,1,0
484,484,men," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
485,485,wrong," [('negative', 1.0)]",1,1,1,0
486,486,why," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
487,487,calm," [('positive', 1.0)]",1,1,1,0
488,488,run," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,1,0,0
489,489,where," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
490,490,cctv," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
491,491,bus," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
492,492,random," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
493,493,violence," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('sadness', 0.25)]",1,3,1,0
494,494,driver," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
495,495,bastard," [('negative', 0.3333333333333333), ('sadness', 0.3333333333333333), ('disgust', 0.3333333333333333)]",1,1,1,0
496,496,thug," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('disgust', 0.25)]",1,3,1,0
497,497,scum," [('negative', 0.5), ('disgust', 0.5)]",1,3,1,0
498,498,violence," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('sadness', 0.25)]",1,3,1,0
499,499,enraging," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,1,0,0
500,500,upset," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]",2,1,1,0
501,501,horrified," [('fear', 0.5), ('negative', 0.5)]",2,3,1,0
502,502,taken-aback," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,0
503,503,disappointed," [('anger', 0.25), ('negative', 0.25), ('sadness', 0.25), ('disgust', 0.25)]",2,1,1,0
504,504,shocked," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
505,505,shocked," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
506,506,appalled," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
507,507,astonished," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
508,508,stunned," [('fear', 0.3333333333333333), ('surprise', 0.3333333333333333), ('negative', 0.3333333333333333)]",2,1,1,0
509,509,frightened," [('fear', 0.3333333333333333), ('surprise', 0.3333333333333333), ('negative', 0.3333333333333333)]",2,3,1,0
510,510,shock," [('fear', 0.25), ('anger', 0.25), ('surprise', 0.25), ('negative', 0.25)]",2,1,1,0
511,511,confused," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
512,512,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,1,1,0
513,513,disgust," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",2,1,1,0
514,514,mad," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",2,1,1,0
515,515,shocked," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
516,516,scared," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
517,517,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,1,1,0
518,518,annoyed," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
519,519,sad," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
520,520,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,1,1,0
521,521,afraid," [('fear', 0.5), ('negative', 0.5)]",2,1,1,0
522,522,sadness," [('trust', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]",2,1,1,0
523,523,frustration," [('anger', 0.5), ('negative', 0.5)]",2,1,1,0
524,524,pain," [('fear', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]",2,1,1,0
525,525,surprised," [('surprise', 1.0)]",2,3,1,0
526,526,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,1,1,0
527,527,confused," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
528,528,curious," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,0
529,529,sad," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
530,530,sad," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
531,531,mad," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",2,1,1,0
532,532,sadness," [('trust', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]",2,1,1,0
533,533,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,1,1,0
534,534,afraid," [('fear', 0.5), ('negative', 0.5)]",2,1,1,0
535,535,anger," [('anger', 0.5), ('negative', 0.5)]",2,1,1,0
536,536,disgust," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",2,1,1,0
537,537,sick," [('negative', 0.3333333333333333), ('sadness', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,1,1,0
538,538,agitated," [('anger', 0.5), ('negative', 0.5)]",2,1,1,0
539,539,irritated," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
540,540,shocked," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
541,541,violence," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('sadness', 0.25)]",2,3,1,0
542,542,disrespectful," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",2,1,1,0
543,543,barbaric," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('disgust', 0.25)]",2,3,1,0
544,544,confused," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
545,545,disgusted," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
546,546,sick," [('negative', 0.3333333333333333), ('sadness', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,1,1,0
547,547,cowardly," [('fear', 0.5), ('negative', 0.5)]",2,3,1,0
548,548,evil," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",2,1,1,0
549,549,revengeful," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,0
550,550,disgusted," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
551,551,afraid," [('fear', 0.5), ('negative', 0.5)]",2,1,1,0
552,552,disappointed," [('anger', 0.25), ('negative', 0.25), ('sadness', 0.25), ('disgust', 0.25)]",2,1,1,0
553,553,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,1,1,0
554,554,annoyed," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
555,555,anger," [('anger', 0.5), ('negative', 0.5)]",2,1,1,0
556,556,disgust," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",2,1,1,0
557,557,sadness," [('trust', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]",2,1,1,0
558,558,inquiring," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,0
559,559,annoyed," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
560,560,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,1,1,0
561,561,upset," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]",2,1,1,0
562,562,disgusted," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
563,563,wounded," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
564,564,sadness," [('trust', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]",2,1,1,0
565,565,annoyed," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,1,0,0
566,566,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,1,1,0
567,567,incredulous," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,1,1,0
